person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,39000,0,1.0,3,3,7500,10.99,1,0.19,1,4
22,8280,0,4.0,2,1,2400,9.91,1,0.29,0,2
29,45000,0,0.0,2,2,12000,12.99,0,0.27,1,7
24,60000,2,0.0,5,0,6000,5.42,0,0.1,0,3
28,39600,0,2.0,3,4,2800,16.77,1,0.07,1,7
24,118000,0,5.0,4,0,7000,8.49,0,0.06,0,2
24,34068,0,2.0,1,3,4500,14.84,1,0.13,0,3
22,54000,0,4.0,5,2,1300,14.27,1,0.02,1,2
32,63000,0,9.0,5,1,8000,10.74,1,0.13,0,5
27,33975,2,4.0,5,1,10000,9.25,0,0.29,0,7
37,95000,2,10.0,4,2,3250,13.35,0,0.03,0,13
25,25000,0,3.0,0,3,10000,14.11,1,0.4,1,2
29,115000,2,3.0,5,2,4000,13.48,0,0.03,0,10
23,67700,2,7.0,1,3,15000,14.11,1,0.22,1,3
28,68553,2,1.0,4,2,15000,13.85,0,0.22,1,10
26,130000,0,5.0,1,2,12000,14.22,0,0.09,1,2
23,105504,0,5.0,3,4,15000,15.95,0,0.14,1,3
22,24240,0,3.0,3,1,3500,9.99,0,0.14,0,3
30,60000,0,1.0,5,1,5000,10.99,0,0.08,0,7
24,36000,0,0.0,5,1,12250,11.49,1,0.34,0,2
32,33280,2,6.0,4,1,2400,10.59,0,0.07,0,10
24,95000,2,4.0,0,1,25000,10.08,0,0.26,0,4
26,86604,2,5.0,4,0,4300,7.66,0,0.05,0,2
21,66000,2,5.0,2,0,18000,6.91,0,0.27,0,3
27,57504,2,11.0,2,1,17000,12.18,1,0.3,0,8
31,75797,0,8.0,2,2,5600,13.22,0,0.07,1,8
28,59600,0,2.0,4,0,5000,5.79,0,0.08,0,10
33,92500,0,4.0,3,3,17500,15.28,0,0.19,0,6
25,77000,2,9.0,4,3,14500,15.95,1,0.19,1,2
24,70550,0,8.0,2,3,9000,15.05,1,0.11,1,2
26,74500,0,8.0,3,1,5000,11.36,0,0.07,0,2
27,64000,2,11.0,2,1,3500,11.99,0,0.05,0,8
25,28800,2,4.0,1,0,1000,5.42,0,0.03,0,3
24,49000,0,2.0,3,3,7800,15.62,1,0.16,0,2
23,99500,2,7.0,1,3,25000,15.7,0,0.25,0,2
54,33600,0,0.0,5,1,1000,10.65,1,0.03,0,29
27,27000,1,0.0,1,6,11500,20.11,1,0.43,0,9
66,60000,0,4.0,2,2,27050,10.99,1,0.45,1,28
28,50000,0,4.0,0,0,15000,7.49,0,0.3,0,8
23,60996,0,7.0,0,2,14400,12.84,0,0.24,0,3
29,240000,2,13.0,5,0,12000,6.03,0,0.05,0,9
25,31200,0,1.0,5,2,6000,13.8,1,0.19,0,4
25,19200,0,0.0,5,2,3800,14.35,1,0.2,1,4
32,27500,0,4.0,4,1,4000,10.62,1,0.15,0,7
29,92250,0,2.0,2,1,13000,10.99,0,0.14,0,9
25,27800,1,4.0,1,0,14125,6.99,0,0.51,0,2
22,60000,2,6.0,3,0,11200,5.79,0,0.19,0,4
35,58800,2,5.0,2,3,12000,15.7,1,0.2,0,9
35,150000,2,16.0,4,0,10000,7.9,0,0.07,0,9
27,38400,2,3.0,5,2,15000,12.68,0,0.39,0,5
24,88000,2,5.0,5,4,24000,19.69,1,0.27,0,2
28,62000,0,0.0,1,0,15000,7.9,0,0.24,0,8
23,97000,2,0.0,0,4,15000,16.4,0,0.15,1,3
25,66000,2,4.0,4,2,15000,14.35,0,0.23,0,4
28,63000,2,7.0,4,2,6400,14.79,0,0.1,0,9
21,88000,2,1.0,0,3,25000,14.83,1,0.28,0,4
22,54000,0,2.0,1,1,20000,9.91,1,0.37,0,4
23,38400,2,2.0,5,3,15000,17.27,1,0.39,0,3
25,41000,2,9.0,1,2,5000,11.78,1,0.12,1,3
22,66000,2,4.0,1,0,6000,7.9,0,0.09,0,3
31,45000,0,5.0,2,0,14000,7.91,1,0.31,0,5
28,48500,0,0.0,2,2,15000,12.99,1,0.31,1,7
26,42000,0,0.0,2,5,21000,17.26,1,0.5,1,4
32,64000,0,1.0,1,1,13000,10.99,0,0.2,0,9
28,74000,1,12.0,3,3,5450,12.67,0,0.07,1,6
39,40000,1,4.0,3,1,1000,10.37,0,0.03,0,16
23,45000,0,1.0,5,0,17625,8.9,1,0.39,0,4
23,42500,2,7.0,1,0,7500,8.49,0,0.18,0,3
24,54000,0,8.0,4,4,2100,17.14,1,0.04,0,4
25,100000,0,3.0,1,1,12000,9.91,0,0.12,0,2
27,38000,2,11.0,5,1,5000,9.76,0,0.13,0,6
28,34000,0,1.0,3,2,5000,14.26,1,0.15,1,9
24,30000,0,2.0,0,0,3000,7.49,0,0.1,0,3
21,41000,2,2.0,0,0,8200,6.91,0,0.2,0,3
22,10000,0,0.0,4,1,7000,12.21,1,0.7,0,2
31,20400,0,0.0,2,2,3900,14.79,0,0.19,1,6
21,32400,2,3.0,0,2,1750,13.61,1,0.05,1,4
21,26000,0,5.0,2,1,5200,12.53,0,0.2,0,2
25,33000,0,3.0,3,0,3000,5.99,0,0.09,0,2
36,50700,0,2.0,4,1,8000,10.99,0,0.16,0,17
28,50000,0,12.0,5,1,10000,10.74,0,0.2,0,8
22,50000,2,0.0,0,0,6250,7.88,0,0.13,0,2
23,73500,2,7.0,3,0,10000,6.92,0,0.14,0,4
25,46800,2,0.0,2,0,6000,5.42,1,0.13,0,4
31,64000,2,14.0,5,1,25000,10.62,1,0.39,0,5
26,50000,0,3.0,1,1,7525,11.49,0,0.15,0,2
27,72000,1,4.0,1,2,8000,11.09,0,0.11,1,9
24,33600,1,8.0,3,0,2500,6.39,0,0.07,0,3
23,39600,0,5.0,1,1,19000,10.62,1,0.48,0,2
27,40992,0,0.0,2,2,10000,14.27,0,0.24,1,6
25,102000,2,9.0,5,2,14400,10.99,0,0.14,1,2
22,59000,2,7.0,0,3,4900,15.62,1,0.08,0,3
30,39000,0,4.0,5,0,1500,7.51,1,0.04,0,9
37,44000,0,0.0,0,1,1700,10.59,1,0.04,0,17
26,40000,0,0.0,0,2,5000,13.11,0,0.13,1,3
21,29004,2,3.0,1,4,7400,17.56,1,0.26,0,3
22,24449,1,2.0,3,1,1800,11.89,0,0.07,0,4
21,20000,0,4.0,2,1,8000,12.21,1,0.4,0,4
26,59000,0,3.0,0,2,20000,10.99,1,0.34,0,4
39,128000,2,12.0,4,2,20000,13.11,1,0.16,1,15
23,70000,2,7.0,0,0,13000,5.42,0,0.19,0,3
39,30000,2,14.0,2,3,7200,14.96,1,0.24,1,11
37,76066,0,10.0,5,3,24250,15.65,1,0.32,1,13
21,42000,0,2.0,0,3,5000,10.99,1,0.12,0,4
23,130000,2,4.0,2,0,6000,5.42,0,0.05,0,2
25,48000,0,6.0,5,1,7200,11.36,0,0.15,0,3
23,88000,2,7.0,2,0,10000,8.94,0,0.11,0,2
31,21000,0,13.0,1,3,3000,15.28,0,0.14,1,8
29,32000,0,1.0,0,3,6525,16.07,1,0.2,1,9
37,85000,0,5.0,5,0,35000,8.9,1,0.41,0,17
41,41435,0,4.0,2,4,10000,16.45,1,0.24,0,17
22,33600,0,6.0,0,3,9000,10.99,1,0.27,0,4
21,72000,2,5.0,5,0,24000,7.49,0,0.33,0,3
25,52000,0,4.0,1,1,15000,12.18,0,0.29,0,4
35,58000,2,8.0,2,2,6000,12.99,0,0.1,1,8
23,33500,0,2.0,1,4,2500,15.68,1,0.07,1,4
24,30000,2,4.0,2,3,10000,15.99,1,0.33,1,2
28,30000,0,0.0,5,3,14125,14.74,1,0.47,0,10
27,40000,0,1.0,3,2,13000,13.48,1,0.33,0,7
24,180000,0,8.0,1,4,18000,18.64,0,0.1,1,4
24,136000,2,9.0,5,5,25000,19.13,1,0.18,0,3
24,69000,0,2.0,5,3,4800,15.21,1,0.07,0,4
29,44000,0,1.0,1,3,4000,12.36,1,0.09,1,8
24,120000,2,8.0,4,1,14000,10.74,0,0.12,0,3
29,31400,0,3.0,2,1,10400,10.71,1,0.33,0,7
26,32000,0,6.0,0,0,10000,6.99,1,0.31,0,3
22,20008,0,2.0,1,1,10000,10.95,1,0.5,0,2
23,68000,0,1.0,0,4,14400,17.99,1,0.21,1,3
25,36000,0,4.0,1,0,12000,5.79,1,0.33,0,3
24,12960,2,1.0,4,1,3650,9.91,1,0.28,0,3
26,26000,0,2.0,5,2,3825,14.27,0,0.15,0,4
27,40000,0,2.0,0,1,6000,10.99,0,0.15,0,9
24,44000,0,0.0,0,0,2000,8.0,1,0.05,0,3
21,56000,0,5.0,4,4,15000,16.0,1,0.27,1,4
23,21888,0,8.0,1,1,6600,11.11,0,0.3,0,2
24,10668,0,0.0,4,0,5000,7.88,1,0.47,0,3
31,190000,1,8.0,1,0,15000,6.03,0,0.08,0,8
25,36996,0,4.0,2,1,4200,11.11,0,0.11,0,3
22,68670,2,5.0,1,0,20000,6.91,0,0.29,0,3
52,54000,0,0.0,0,0,1500,8.49,1,0.03,0,24
31,82116,2,12.0,4,2,2800,12.68,0,0.03,1,9
22,49464,0,5.0,0,1,25000,11.83,1,0.51,0,3
24,80000,2,4.0,3,0,3000,6.99,0,0.04,0,2
29,113000,2,5.0,0,6,25000,18.84,1,0.22,1,7
26,44000,0,10.0,5,3,14000,14.83,1,0.32,0,2
23,100000,2,5.0,2,1,8000,11.49,0,0.08,0,4
25,45000,2,8.0,5,0,4000,6.62,0,0.09,0,4
35,93000,0,12.0,3,2,14000,13.16,0,0.15,0,6
23,33000,0,1.0,1,2,8950,13.22,1,0.27,1,3
28,50500,0,3.0,4,2,5200,12.53,0,0.1,0,8
30,70000,2,15.0,5,1,10000,10.75,0,0.14,0,6
25,77954,0,9.0,5,3,11550,16.77,1,0.15,0,2
27,27996,0,0.0,0,1,12250,11.26,1,0.44,0,7
22,39336,0,6.0,3,0,3500,5.42,0,0.09,0,2
22,14400,0,3.0,4,1,8000,9.99,1,0.56,0,4
22,32352,2,6.0,4,2,1000,15.27,1,0.03,1,2
27,72000,0,3.0,3,3,24000,14.96,1,0.33,0,10
26,92000,0,0.0,3,3,6000,15.58,1,0.07,0,3
25,35412,1,3.0,0,1,5000,10.99,0,0.14,0,4
21,53000,0,5.0,1,0,10000,7.51,0,0.19,0,4
33,90000,0,8.0,5,2,14500,14.65,0,0.16,0,9
24,98004,0,0.0,5,3,16000,16.32,1,0.16,0,2
36,122000,0,2.0,4,0,15000,10.99,0,0.12,0,17
23,64000,0,7.0,1,3,10325,12.92,1,0.16,1,2
32,80000,0,6.0,5,1,9600,11.14,0,0.12,0,5
25,31417,2,4.0,1,1,7000,10.36,1,0.22,0,3
24,55000,2,8.0,4,0,6000,5.42,0,0.11,0,3
33,14076,0,4.0,1,0,4800,6.76,1,0.34,0,8
27,103000,2,8.0,0,0,8800,7.29,0,0.09,0,8
22,48000,0,1.0,0,0,7750,7.74,0,0.16,0,2
31,100000,2,5.0,1,1,5000,12.69,0,0.05,0,7
25,38400,2,9.0,3,1,12000,10.38,0,0.31,0,3
29,49000,0,3.0,1,0,9500,10.99,1,0.19,0,5
40,60000,0,3.0,1,3,5000,15.31,0,0.08,1,16
27,47000,0,3.0,1,2,9000,12.98,0,0.19,0,7
31,26900,0,1.0,3,0,8325,7.51,1,0.31,0,7
22,47952,2,4.0,3,0,15000,6.17,0,0.31,0,4
24,54996,2,8.0,3,0,5500,5.99,0,0.1,0,4
24,24000,0,0.0,3,3,7000,15.62,1,0.29,0,4
28,118000,2,6.0,0,6,25000,20.11,1,0.21,1,6
37,54000,0,15.0,2,2,5400,13.99,1,0.1,1,17
25,25000,1,4.0,1,0,8500,6.03,0,0.34,0,2
21,28800,2,2.0,0,2,5500,13.23,0,0.19,1,2
21,32000,2,4.0,0,1,2500,11.71,1,0.08,0,3
24,55160,0,0.0,1,0,3000,8.9,1,0.05,0,3
21,31000,0,5.0,5,1,3200,10.37,1,0.1,0,3
26,20004,0,2.0,1,0,2000,8.59,1,0.1,0,3
27,30000,0,0.0,0,3,10000,15.31,1,0.33,0,7
35,123000,0,2.0,0,4,25000,17.19,1,0.2,1,8
22,45900,2,1.0,5,0,6400,8.59,0,0.14,0,3
28,54000,0,2.0,2,3,12000,15.31,1,0.22,0,7
26,32000,0,6.0,0,0,10000,6.99,1,0.31,0,3
26,14400,0,4.0,2,1,2350,9.91,1,0.16,0,4
23,55000,0,8.0,2,1,4000,10.99,0,0.07,0,2
40,32878,0,6.0,4,2,13775,12.98,1,0.42,0,11
24,32400,0,0.0,1,2,1600,13.98,1,0.05,0,3
22,19200,0,0.0,5,4,3000,10.99,1,0.16,1,2
24,36000,0,8.0,1,3,13000,17.27,1,0.36,0,4
25,47000,0,4.0,2,1,19000,11.99,1,0.4,0,2
30,65000,0,3.0,0,2,10000,12.73,0,0.15,1,6
27,150000,0,1.0,1,1,25000,11.36,0,0.17,0,6
25,48000,2,3.0,5,1,4800,10.74,0,0.1,0,4
21,57000,0,6.0,1,0,4000,7.49,0,0.07,0,4
31,45000,2,16.0,3,1,6000,10.99,0,0.13,0,10
28,58650,2,5.0,2,3,20000,14.91,1,0.29,1,10
29,84000,2,1.0,4,1,20000,11.83,0,0.24,0,5
23,25200,0,1.0,5,2,8000,12.73,1,0.32,0,4
29,40404,0,4.0,3,0,14000,8.49,1,0.35,0,10
22,32500,2,5.0,5,1,14500,11.99,0,0.45,0,4
36,50000,0,4.0,0,3,8000,17.49,0,0.16,1,14
22,78996,0,1.0,5,3,12000,15.95,1,0.15,1,3
23,45000,2,2.0,0,0,3000,7.05,0,0.07,0,3
61,51000,0,2.0,2,3,20000,14.09,1,0.39,0,21
38,126000,2,3.0,1,3,2400,10.99,0,0.02,1,14
51,72800,2,0.0,0,0,5700,7.66,0,0.08,0,28
25,28000,2,4.0,2,0,9600,6.03,0,0.34,0,3
24,170000,2,8.0,1,1,5000,11.71,0,0.03,0,3
22,39000,2,6.0,1,0,7000,8.94,1,0.18,0,3
39,35000,1,2.0,0,0,6800,8.49,0,0.19,0,15
38,83000,0,3.0,4,6,22250,23.22,1,0.27,1,12
44,55000,0,18.0,0,1,9600,11.26,0,0.17,0,16
21,155800,2,2.0,2,1,18000,11.26,0,0.12,0,3
38,30000,0,2.0,5,2,2200,10.99,0,0.07,1,11
28,24000,0,2.0,4,2,3500,14.72,1,0.15,1,6
21,25200,0,1.0,1,0,8250,7.49,1,0.33,0,4
25,34000,2,8.0,4,1,3000,10.51,1,0.09,0,3
21,34000,0,5.0,5,2,7800,13.79,1,0.23,0,2
23,55000,0,2.0,0,1,8000,10.65,0,0.15,0,2
25,39000,0,6.0,1,3,16000,15.65,1,0.41,0,2
22,47000,2,6.0,2,1,24000,10.37,1,0.51,0,4
27,140000,2,12.0,5,1,10000,10.99,0,0.07,0,6
29,30000,0,3.0,5,2,3000,10.99,1,0.1,1,6
35,32000,2,1.0,5,3,10750,14.96,1,0.34,1,5
21,44000,0,5.0,5,1,8500,11.49,1,0.19,0,2
28,65984,0,12.0,2,3,10000,15.33,1,0.13,0,5
32,36000,0,5.0,5,3,1600,14.09,1,0.04,1,9
31,15000,0,4.0,1,0,5000,10.99,1,0.33,0,10
25,19000,1,3.0,3,0,4000,7.4,1,0.21,0,4
31,120000,2,6.0,2,0,28000,8.9,0,0.23,0,9
40,550000,2,4.0,3,1,18000,11.12,0,0.03,0,12
22,59000,0,50.0,0,3,35000,16.02,1,0.59,1,3
28,85000,0,8.0,5,1,8000,11.71,0,0.09,0,5
25,42910,0,3.0,1,3,10000,18.25,0,0.23,1,3
32,25000,0,3.0,4,2,2000,13.16,1,0.08,1,8
22,26400,0,0.0,4,2,2400,13.92,1,0.09,0,3
28,72000,0,0.0,2,0,6000,7.88,0,0.08,0,10
27,24000,0,2.0,5,0,8000,7.29,1,0.33,0,7
34,80000,0,0.0,5,0,30000,6.62,1,0.38,0,5
24,136000,2,9.0,0,5,25000,19.13,1,0.18,0,3
24,37000,2,8.0,3,1,10000,10.99,0,0.27,0,4
28,100000,2,4.0,5,0,7000,8.9,0,0.07,0,10
30,32918,0,5.0,5,3,8000,14.59,1,0.24,1,8
26,40000,0,2.0,5,2,15000,14.22,1,0.38,1,3
41,90000,2,3.0,1,0,3000,7.14,0,0.03,0,14
23,31800,0,4.0,5,3,10000,15.33,1,0.31,0,4
26,42000,0,1.0,2,0,10000,6.54,0,0.24,0,4
26,116000,2,5.0,3,2,5000,10.99,1,0.04,1,3
31,45000,2,5.0,3,1,10000,9.88,0,0.22,0,8
22,61000,2,1.0,2,0,8000,5.79,0,0.13,0,4
35,30000,0,4.0,2,2,14125,12.99,1,0.47,1,10
22,64000,0,0.0,0,3,8000,14.84,1,0.13,0,2
31,50000,2,5.0,3,0,2000,6.39,0,0.04,0,7
23,56000,2,3.0,2,2,7500,13.79,0,0.13,1,3
22,36000,1,6.0,1,1,14500,10.99,0,0.4,0,3
31,55200,0,5.0,2,3,15000,15.58,1,0.27,1,10
29,42996,0,5.0,3,2,6000,15.96,1,0.14,0,5
34,35000,0,9.0,1,0,8000,10.99,0,0.23,0,10
25,120000,2,9.0,0,2,25000,13.72,0,0.21,0,3
22,36021,0,0.0,3,1,15000,10.99,1,0.42,0,3
21,14400,0,2.0,2,2,3000,13.43,1,0.21,1,3
32,25000,0,4.0,4,2,9800,12.23,1,0.39,1,8
27,46000,2,3.0,2,0,18000,7.9,0,0.39,0,8
30,37600,0,2.0,2,2,15000,13.06,1,0.4,1,7
27,19498,0,3.0,4,0,9575,6.62,1,0.49,0,9
35,84000,2,0.0,5,2,20000,11.54,1,0.24,1,6
22,32000,2,0.0,3,0,6950,7.74,0,0.22,0,3
34,187000,0,3.0,3,0,12000,7.9,0,0.06,0,10
22,125000,2,0.0,0,3,25000,10.99,0,0.2,1,2
21,17000,0,3.0,2,0,5750,8.9,1,0.34,0,2
37,40680,2,6.0,5,3,8000,15.21,1,0.2,0,13
29,47000,0,8.0,1,3,6000,17.49,1,0.13,0,7
37,54000,2,21.0,5,3,25000,15.57,1,0.46,1,16
41,57600,0,6.0,0,0,8000,6.03,0,0.14,0,12
35,32900,0,4.0,4,2,4800,13.23,1,0.15,1,9
22,59000,2,1.0,2,0,15000,5.99,0,0.25,0,3
32,35100,2,3.0,3,3,10000,15.95,0,0.28,1,5
24,74004,2,8.0,5,3,8000,15.21,1,0.11,0,3
44,36000,0,0.0,0,1,16000,11.49,1,0.44,0,13
27,22708,0,6.0,3,3,2500,14.84,1,0.11,1,8
38,72900,0,3.0,0,2,15000,12.68,0,0.21,0,12
27,26400,0,9.0,1,1,10000,10.25,1,0.38,0,9
24,42000,0,0.0,3,0,12000,7.66,0,0.29,0,4
25,49716,2,6.0,2,0,8000,9.32,0,0.16,0,2
24,50000,0,0.0,1,2,15000,13.49,0,0.3,1,4
28,69000,2,2.0,1,0,10000,8.94,0,0.14,0,8
25,73000,2,0.0,3,0,6500,6.03,0,0.09,0,3
30,84000,0,4.0,2,1,14000,12.42,0,0.17,0,6
44,62400,0,4.0,0,4,10000,16.82,1,0.16,0,15
32,52500,2,15.0,5,0,9500,6.92,0,0.18,0,7
26,51600,0,1.0,4,0,5000,8.94,1,0.1,0,2
23,26400,0,8.0,1,2,4000,14.17,1,0.15,0,2
22,190000,0,3.0,1,0,12600,6.92,0,0.07,0,4
25,48000,0,8.0,2,0,11000,7.51,0,0.23,0,4
58,780000,2,7.0,0,0,4500,6.91,0,0.01,0,19
23,54000,2,3.0,3,3,4000,15.62,1,0.07,0,3
24,64000,0,8.0,4,2,1300,13.49,1,0.02,0,3
33,24000,0,0.0,1,2,2000,14.35,0,0.08,1,7
27,21403,2,2.0,4,1,2100,11.12,0,0.1,0,7
31,73000,0,8.0,1,4,35000,19.29,1,0.48,1,10
25,49000,0,1.0,0,3,12000,13.49,1,0.24,0,4
22,100000,2,6.0,1,1,10000,10.74,0,0.1,0,3
27,105000,2,5.0,1,1,20000,11.48,0,0.19,0,6
25,60000,2,3.0,1,1,10000,10.36,0,0.17,0,4
29,35000,0,3.0,2,1,7000,8.88,0,0.2,0,5
52,720000,2,1.0,0,0,7925,8.94,0,0.01,0,30
24,42000,0,0.0,3,1,15000,11.58,1,0.36,0,4
25,34800,0,9.0,2,3,5600,16.77,1,0.16,0,4
23,36000,0,7.0,0,2,1200,13.99,0,0.03,0,3
31,56400,2,4.0,2,2,4000,13.35,1,0.07,0,5
24,40800,0,0.0,2,1,7000,11.86,0,0.17,0,2
33,80000,1,12.0,4,2,9000,11.97,0,0.11,0,7
31,30000,0,4.0,5,1,12000,10.39,1,0.4,0,9
29,60000,2,0.0,0,4,10000,15.25,0,0.17,1,5
22,30900,0,3.0,3,1,5000,10.0,0,0.16,0,2
25,56004,2,5.0,5,1,8000,11.71,1,0.14,0,3
26,55000,2,4.0,0,0,10000,7.51,1,0.18,0,2
36,15000,1,2.0,4,2,5000,13.92,1,0.33,0,11
33,19200,0,0.0,2,0,8000,7.66,1,0.42,0,6
28,35000,0,6.0,3,2,2125,15.27,0,0.06,0,6
22,34000,2,4.0,0,3,7750,15.21,1,0.23,0,2
22,90000,2,6.0,1,1,12000,10.99,0,0.13,0,2
23,78000,2,1.0,5,2,8000,12.87,1,0.1,1,3
22,71000,0,1.0,1,3,25000,15.95,1,0.35,1,4
23,87000,2,7.0,1,0,8000,5.99,0,0.09,0,4
21,12000,0,0.0,5,2,2200,10.99,1,0.18,0,3
33,44400,2,3.0,2,2,2000,14.22,1,0.05,1,6
21,52000,0,5.0,0,3,16000,15.7,1,0.31,0,4
22,30288,1,0.0,1,5,5000,19.47,1,0.17,1,3
29,115742,2,13.0,0,0,7000,6.62,0,0.06,0,8
26,24000,0,0.0,2,3,3600,14.96,1,0.15,0,4
24,70000,0,5.0,4,1,21500,9.99,1,0.31,0,3
24,65000,0,6.0,1,2,13000,13.49,0,0.2,1,2
22,21600,2,6.0,3,2,1400,10.99,0,0.06,0,2
25,120000,2,4.0,1,1,10000,9.91,0,0.08,0,4
26,66000,0,2.0,0,3,15000,16.02,1,0.23,0,2
48,44000,0,6.0,2,1,5850,9.99,0,0.13,0,13
25,168000,2,2.0,0,1,35000,10.65,0,0.21,0,2
26,48000,0,10.0,2,1,7000,12.69,0,0.15,0,2
25,78000,2,8.0,5,3,6000,15.62,1,0.08,0,3
22,42000,0,2.0,2,2,5000,12.87,0,0.12,0,4
26,51000,0,10.0,0,1,5000,12.42,1,0.1,0,2
23,78000,0,7.0,5,2,25000,10.99,1,0.32,1,2
21,13200,1,0.0,3,2,4500,12.98,1,0.34,0,4
22,32000,2,3.0,1,0,6000,8.49,0,0.19,0,2
26,45000,0,3.0,1,0,6000,5.79,0,0.13,0,2
26,25000,0,4.0,2,3,6500,14.09,1,0.26,1,2
26,22000,0,9.0,2,3,10000,14.59,1,0.45,1,2
26,54000,2,10.0,1,0,5000,6.62,0,0.09,0,2
42,98603,2,19.0,2,2,24250,14.22,1,0.21,0,14
22,33000,0,6.0,1,1,9000,11.99,0,0.27,0,4
24,145000,2,4.0,5,1,20000,11.36,0,0.14,0,3
37,28800,2,3.0,3,0,4000,6.54,0,0.14,0,17
23,149385,1,7.0,0,0,7000,8.94,0,0.05,0,2
29,77367,1,12.0,1,0,1000,7.37,0,0.01,0,9
21,12960,0,2.0,3,1,2525,10.99,1,0.19,0,2
23,63000,0,0.0,1,3,16000,14.42,1,0.25,0,3
22,42000,1,0.0,1,2,12000,10.99,0,0.29,0,3
23,81600,0,1.0,2,1,25000,11.36,1,0.31,0,3
29,60000,0,0.0,2,2,5000,14.22,1,0.08,0,9
32,42000,2,3.0,3,0,9000,7.74,0,0.21,0,8
27,121000,2,3.0,4,0,16800,6.91,0,0.14,0,8
25,12732,0,4.0,4,2,1550,15.27,1,0.12,0,2
22,41000,0,5.0,3,0,14000,10.99,1,0.34,0,3
24,67000,2,2.0,4,1,12150,10.37,0,0.18,0,3
21,44004,0,2.0,1,1,7000,11.46,1,0.16,0,2
26,83000,0,1.0,5,1,12000,9.99,0,0.14,0,3
24,109000,2,9.0,3,1,15250,11.14,0,0.14,0,4
23,70550,0,3.0,2,5,25000,19.04,1,0.3,1,4
28,33600,0,0.0,2,3,13000,14.61,1,0.39,0,8
27,43200,1,2.0,3,1,5000,12.69,0,0.12,0,8
23,70000,2,4.0,3,2,6000,13.16,0,0.09,0,4
41,42600,0,0.0,3,3,10000,15.62,1,0.23,1,12
24,75000,2,7.0,1,3,8000,16.29,0,0.11,1,4
23,60000,2,0.0,3,5,3000,19.13,0,0.05,0,2
25,46500,0,1.0,1,1,6000,8.88,0,0.13,0,2
25,30000,0,4.0,1,0,5000,7.9,0,0.17,0,3
22,48000,0,6.0,2,0,16500,8.9,1,0.34,0,4
29,60000,1,0.0,4,3,16000,16.0,0,0.27,1,8
25,70000,0,9.0,1,3,12000,13.55,0,0.17,1,3
30,43500,0,0.0,1,1,3000,12.42,0,0.07,0,10
22,25200,2,0.0,2,1,1000,11.48,1,0.04,0,3
22,16094,2,2.0,3,0,5500,7.14,1,0.34,0,3
27,91800,2,4.0,2,3,25000,16.07,1,0.23,0,9
22,55000,0,6.0,1,2,6000,14.27,0,0.11,1,2
22,19680,0,2.0,2,3,7750,14.83,1,0.39,0,4
23,34780,0,5.0,0,3,7500,12.61,0,0.22,0,4
23,100000,2,5.0,5,1,20000,11.36,0,0.2,0,3
26,30000,0,2.0,2,0,6000,6.54,0,0.2,0,2
42,44000,0,0.0,1,2,8400,13.57,1,0.19,1,13
26,30000,0,4.0,3,0,14500,7.66,1,0.48,0,2
22,21000,0,5.0,2,1,4800,10.75,0,0.23,0,3
57,56650,0,1.0,0,2,5000,15.96,0,0.09,0,24
29,84000,2,6.0,5,3,8000,14.96,1,0.1,0,5
23,60000,2,7.0,0,1,9500,12.53,0,0.16,0,2
23,36000,0,6.0,3,2,9000,10.78,0,0.25,1,4
33,34000,0,17.0,5,3,11175,14.96,1,0.33,0,8
27,163232,2,5.0,3,1,4800,11.71,0,0.03,0,8
29,44000,2,9.0,5,3,10000,14.74,1,0.23,0,5
35,69000,0,1.0,1,1,12000,11.26,1,0.17,0,5
23,46852,0,3.0,1,1,6800,10.65,1,0.15,0,4
27,59000,2,11.0,0,0,3000,7.9,1,0.05,0,9
22,34000,2,6.0,3,3,15000,15.99,1,0.44,1,2
28,19200,1,2.0,0,3,4700,15.31,1,0.24,1,5
22,50004,2,6.0,1,2,2500,12.53,0,0.05,0,2
25,225000,0,9.0,1,3,12000,16.49,0,0.05,0,2
22,60000,0,6.0,0,1,12500,10.59,0,0.21,0,4
25,55000,2,4.0,2,3,9000,16.77,1,0.16,1,2
26,87996,2,3.0,5,0,8000,6.91,0,0.09,0,3
28,29000,0,4.0,5,3,10000,16.77,1,0.34,0,10
28,32000,0,0.0,5,2,2600,13.49,0,0.08,0,8
23,55000,2,6.0,5,3,10000,15.33,1,0.18,0,2
28,63000,0,4.0,2,1,25000,11.36,1,0.4,0,8
23,74800,2,7.0,2,3,15000,16.0,1,0.17,0,2
24,193000,2,8.0,1,2,10000,13.06,0,0.05,0,4
29,74797,2,2.0,2,3,15000,15.33,1,0.17,1,10
21,51996,0,5.0,0,0,4600,8.59,0,0.09,0,2
26,32000,0,2.0,2,2,6500,14.22,0,0.2,1,2
28,130000,2,1.0,1,3,5600,15.65,0,0.04,0,9
22,44000,2,1.0,5,1,18900,10.14,0,0.43,0,2
21,33600,0,2.0,2,1,12000,11.12,1,0.36,0,3
35,122000,2,3.0,3,3,25000,15.2,1,0.2,0,10
35,14400,1,2.0,5,1,5550,10.37,1,0.39,0,8
26,36000,0,2.0,0,3,4000,14.54,1,0.11,0,2
24,39000,0,4.0,1,1,13000,10.75,1,0.33,0,4
